pedido_id,fecha,cliente_id,cliente_nombre,ciudad,region,producto_id,producto_nombre,categoria,cantidad,precio_unitario,importe,canal,metodo_pago,valoracion,importe_por_unidad_bruto,dia_semana
PED211301,2025-08-12,C100192,Cliente 0193,Málaga,Andalucía,P027,Set bolígrafos,Papelería,5,168.26,841.3,App móvil,Tarjeta,5.0,168.26,Tuesday
PED209769,2025-08-12,C100024,Cliente 0025,Murcia,Levante,P009,Bombilla inteligente,Hogar,2,87.98,175.96,App móvil,Contra reembolso,4.0,87.98,Tuesday
PED209312,2025-08-12,C100061,Cliente 0062,Murcia,Levante,P011,Cafetera cápsulas,Hogar,1,176.28,176.28,Web,Tarjeta,5.0,176.28,Tuesday
PED210548,2025-08-12,C100164,Cliente 0165,Bilbao,Norte,P001,Auriculares BT,Electrónica,5,113.17,565.85,App móvil,Contra reembolso,,113.17,Tuesday
PED203725,2025-08-12,C100079,Cliente 0080,Málaga,Andalucía,P002,Cargador USB-C,Electrónica,5,40.14,200.7,Web,Contra reembolso,4.0,40.14,Tuesday
PED203717,2025-08-12,C100110,Cliente 0111,Valencia,Levante,P023,Mochila urbana,Moda,1,77.34,77.34,App móvil,PayPal,2.0,77.34,Tuesday
PED209173,2025-08-13,C100123,Cliente 0124,Bilbao,Norte,P009,Bombilla inteligente,Hogar,3,88.15,264.45,Web,PayPal,4.0,88.15,Wednesday
PED210972,2025-08-13,C100038,Cliente 0039,Valencia,Levante,P013,Lámpara escritorio,Hogar,1,24.58,24.58,Web,Contra reembolso,2.0,24.58,Wednesday
PED210317,2025-08-13,C100190,Cliente 0191,Málaga,Andalucía,P007,Webcam HD,Electrónica,3,158.13,474.39,Web,Transferencia,5.0,158.13,Wednesday
PED208192,2025-08-13,C100042,Cliente 0043,Murcia,Levante,P025,Cinturón cuero,Moda,1,33.77,33.77,App móvil,Tarjeta,,33.77,Wednesday
PED209648,2025-08-13,C100066,Cliente 0067,Vigo,Norte,P018,Zapatillas running,Deporte,1,122.47,122.47,Web,Tarjeta,4.0,122.47,Wednesday
PED202250,2025-08-13,C100341,Cliente 0342,Valencia,Levante,P008,"Monitor 24""",Electrónica,1,155.94,155.94,Web,Tarjeta,5.0,155.94,Wednesday
PED204186,2025-08-13,C100050,Cliente 0051,Murcia,Levante,P020,Reloj deportivo,Deporte,2,171.79,343.58,Web,Contra reembolso,5.0,171.79,Wednesday
PED208942,2025-08-13,C100010,Cliente 0011,Zaragoza,Centro,P029,Mochila portátil,Papelería,1,75.11,75.11,App móvil,Transferencia,4.0,75.11,Wednesday
PED206614,2025-08-13,C100045,Cliente 0046,Vigo,Norte,P002,Cargador USB-C,Electrónica,5,34.26,171.3,Web,PayPal,5.0,34.26,Wednesday
PED204434,2025-08-13,C100213,Cliente 0214,Bilbao,Norte,P005,Altavoz portátil,Electrónica,5,92.19,460.95,Marketplace,Tarjeta,4.0,92.19,Wednesday
PED206981,2025-08-13,C100011,Cliente 0012,Vigo,Norte,P030,Rotuladores 24u,Papelería,1,146.26,146.26,App móvil,Tarjeta,5.0,146.26,Wednesday
PED201826,2025-08-13,C100220,Cliente 0221,Barcelona,Cataluña,P014,Organizador armario,Hogar,1,22.24,22.24,Web,PayPal,4.0,22.24,Wednesday
PED207401,2025-08-13,C100118,Cliente 0119,Valencia,Levante,P025,Cinturón cuero,Moda,5,37.87,189.35,Web,Tarjeta,5.0,37.87,Wednesday
PED210599,2025-08-13,C100164,Cliente 0165,Bilbao,Norte,P011,Cafetera cápsulas,Hogar,4,182.63,730.52,Web,Tarjeta,5.0,182.63,Wednesday
PED203915,2025-08-13,C100239,Cliente 0240,Málaga,Andalucía,P019,Banda elástica,Deporte,2,71.66,143.32,Web,Tarjeta,3.0,71.66,Wednesday
PED204930,2025-08-13,C100013,Cliente 0014,Murcia,Levante,P020,Reloj deportivo,Deporte,1,169.51,169.51,App móvil,PayPal,5.0,169.51,Wednesday
PED204388,2025-08-13,C100320,Cliente 0321,Sevilla,Andalucía,P006,Powerbank 10000mAh,Electrónica,5,103.6,518.0,App móvil,Tarjeta,,103.6,Wednesday
PED206782,2025-08-13,C100236,Cliente 0237,Málaga,Andalucía,P003,Ratón inalámbrico,Electrónica,2,111.75,223.5,Web,PayPal,4.0,111.75,Wednesday
PED211770,2025-08-13,C100031,Cliente 0032,Valencia,Levante,P022,Sudadera capucha,Moda,1,54.75,54.75,Web,Tarjeta,,54.75,Wednesday
PED206228,2025-08-13,C100236,Cliente 0237,Málaga,Andalucía,P001,Auriculares BT,Electrónica,1,125.83,125.83,Web,Tarjeta,2.0,125.83,Wednesday
PED205832,2025-08-13,C100138,Cliente 0139,Sevilla,Andalucía,P010,Robot aspirador,Hogar,1,124.76,124.76,Web,Tarjeta,4.0,124.76,Wednesday
PED202006,2025-08-13,C100038,Cliente 0039,Valencia,Levante,P007,Webcam HD,Electrónica,3,138.18,414.54,Web,PayPal,3.0,138.18,Wednesday
PED202347,2025-08-13,C100340,Cliente 0341,Málaga,Andalucía,P018,Zapatillas running,Deporte,1,135.02,135.02,App móvil,Tarjeta,5.0,135.02,Wednesday
PED201935,2025-08-13,C100025,Cliente 0026,Málaga,Andalucía,P013,Lámpara escritorio,Hogar,2,25.86,51.72,Web,Tarjeta,4.0,25.86,Wednesday
PED200390,2025-08-13,C100156,Cliente 0157,Barcelona,Cataluña,P009,Bombilla inteligente,Hogar,1,84.93,84.93,Marketplace,Tarjeta,1.0,84.93,Wednesday
PED204917,2025-08-14,C100217,Cliente 0218,Madrid,Centro,P004,Teclado mecánico,Electrónica,1,115.71,115.71,Web,PayPal,1.0,115.71,Thursday
PED205978,2025-08-14,C100205,Cliente 0206,Valencia,Levante,P003,Ratón inalámbrico,Electrónica,2,103.52,207.04,Web,Tarjeta,4.0,103.52,Thursday
PED201103,2025-08-14,C100240,Cliente 0241,Barcelona,Cataluña,P002,Cargador USB-C,Electrónica,5,40.48,202.4,Marketplace,Tarjeta,4.0,40.48,Thursday
PED200283,2025-08-14,C100069,Cliente 0070,Bilbao,Norte,P024,Gafas de sol,Moda,4,59.84,239.36,Web,Tarjeta,,59.84,Thursday
PED207209,2025-08-14,C100313,Cliente 0314,Valencia,Levante,P016,Mancuernas 5kg,Deporte,1,75.82,75.82,Web,Tarjeta,5.0,75.82,Thursday
PED201654,2025-08-14,C100333,Cliente 0334,Palma,Levante,P016,Mancuernas 5kg,Deporte,3,72.62,217.86,Marketplace,PayPal,3.0,72.62,Thursday
PED201646,2025-08-14,C100012,Cliente 0013,Murcia,Levante,P018,Zapatillas running,Deporte,3,128.51,385.53,Web,PayPal,5.0,128.51,Thursday
PED202732,2025-08-14,C100222,Cliente 0223,Murcia,Levante,P003,Ratón inalámbrico,Electrónica,1,112.07,112.07,Web,Transferencia,5.0,112.07,Thursday
PED207200,2025-08-14,C100330,Cliente 0331,Zaragoza,Centro,P001,Auriculares BT,Electrónica,1,102.9,102.9,Web,Tarjeta,,102.9,Thursday
PED210180,2025-08-14,C100091,Cliente 0092,Palma,Levante,P005,Altavoz portátil,Electrónica,1,91.76,91.76,Web,PayPal,5.0,91.76,Thursday
PED211818,2025-08-14,C100256,Cliente 0257,Málaga,Andalucía,P018,Zapatillas running,Deporte,1,128.03,128.03,Marketplace,Tarjeta,4.0,128.03,Thursday
PED200148,2025-08-14,C100040,Cliente 0041,Barcelona,Cataluña,P005,Altavoz portátil,Electrónica,1,79.09,79.09,App móvil,Tarjeta,5.0,79.09,Thursday
PED201206,2025-08-14,C100257,Cliente 0258,Barcelona,Cataluña,P021,Camiseta algodón,Moda,1,150.42,150.42,Web,Contra reembolso,5.0,150.42,Thursday
PED208107,2025-08-14,C100145,Cliente 0146,Palma,Levante,P026,Cuaderno A5,Papelería,2,36.17,72.34,App móvil,Contra reembolso,1.0,36.17,Thursday
PED211597,2025-08-14,C100253,Cliente 0254,Sevilla,Andalucía,P003,Ratón inalámbrico,Electrónica,4,98.69,394.76,App móvil,Tarjeta,2.0,98.69,Thursday
PED208061,2025-08-14,C100141,Cliente 0142,Valencia,Levante,P022,Sudadera capucha,Moda,1,48.29,48.29,Marketplace,Transferencia,4.0,48.29,Thursday
PED202245,2025-08-14,C100205,Cliente 0206,Valencia,Levante,P027,Set bolígrafos,Papelería,1,183.29,183.29,Web,Tarjeta,5.0,183.29,Thursday
PED209282,2025-08-14,C100345,Cliente 0346,Valencia,Levante,P003,Ratón inalámbrico,Electrónica,2,112.46,224.92,App móvil,Transferencia,1.0,112.46,Thursday
PED208056,2025-08-14,C100200,Cliente 0201,Sevilla,Andalucía,P014,Organizador armario,Hogar,2,24.19,48.38,App móvil,PayPal,4.0,24.19,Thursday
PED202493,2025-08-14,C100287,Cliente 0288,Zaragoza,Centro,P029,Mochila portátil,Papelería,4,68.2,272.8,App móvil,Tarjeta,4.0,68.2,Thursday
PED205304,2025-08-15,C100141,Cliente 0142,Valencia,Levante,P015,Esterilla yoga,Deporte,5,138.51,692.55,Web,Tarjeta,4.0,138.51,Friday
PED201893,2025-08-15,C100244,Cliente 0245,Málaga,Andalucía,P001,Auriculares BT,Electrónica,4,106.92,427.68,Web,Tarjeta,5.0,106.92,Friday
PED202264,2025-08-15,C100125,Cliente 0126,Zaragoza,Centro,P001,Auriculares BT,Electrónica,3,103.48,310.44,Web,Contra reembolso,4.0,103.48,Friday
PED208647,2025-08-15,C100347,Cliente 0348,Vigo,Norte,P004,Teclado mecánico,Electrónica,1,109.21,109.21,Web,Tarjeta,3.0,109.21,Friday
PED206592,2025-08-15,C100144,Cliente 0145,Vigo,Norte,P009,Bombilla inteligente,Hogar,1,88.05,88.05,Marketplace,Tarjeta,4.0,88.05,Friday
PED210603,2025-08-15,C100062,Cliente 0063,Sevilla,Andalucía,P024,Gafas de sol,Moda,1,69.77,69.77,Marketplace,PayPal,5.0,69.77,Friday
PED204197,2025-08-15,C100117,Cliente 0118,Barcelona,Cataluña,P011,Cafetera cápsulas,Hogar,2,153.19,306.38,App móvil,Tarjeta,2.0,153.19,Friday
PED203410,2025-08-15,C100341,Cliente 0342,Valencia,Levante,P022,Sudadera capucha,Moda,1,56.72,56.72,Web,Tarjeta,4.0,56.72,Friday
PED201176,2025-08-15,C100294,Cliente 0295,Zaragoza,Centro,P021,Camiseta algodón,Moda,1,153.79,153.79,Web,Tarjeta,4.0,153.79,Friday
PED209072,2025-08-15,C100093,Cliente 0094,Sevilla,Andalucía,P001,Auriculares BT,Electrónica,1,114.61,114.61,Web,PayPal,4.0,114.61,Friday
PED200507,2025-08-15,C100015,Cliente 0016,Murcia,Levante,P028,Agenda 2026,Papelería,3,74.79,224.37,Web,Tarjeta,5.0,74.79,Friday
PED203279,2025-08-15,C100261,Cliente 0262,Barcelona,Cataluña,P015,Esterilla yoga,Deporte,2,133.64,267.28,App móvil,Tarjeta,5.0,133.64,Friday
PED206750,2025-08-15,C100302,Cliente 0303,Madrid,Centro,P021,Camiseta algodón,Moda,4,126.86,507.44,Web,Tarjeta,3.0,126.86,Friday
PED205369,2025-08-15,C100005,Cliente 0006,Palma,Levante,P011,Cafetera cápsulas,Hogar,2,165.21,330.42,Marketplace,PayPal,3.0,165.21,Friday
PED205924,2025-08-16,C100086,Cliente 0087,Madrid,Centro,P017,Botella térmica,Deporte,3,138.94,416.82,Web,Tarjeta,5.0,138.94,Saturday
PED204331,2025-08-16,C100098,Cliente 0099,Málaga,Andalucía,P011,Cafetera cápsulas,Hogar,4,161.12,644.48,Marketplace,PayPal,2.0,161.12,Saturday
PED207049,2025-08-16,C100192,Cliente 0193,Málaga,Andalucía,P004,Teclado mecánico,Electrónica,1,100.77,100.77,Web,Tarjeta,,100.77,Saturday
PED201096,2025-08-16,C100140,Cliente 0141,Vigo,Norte,P011,Cafetera cápsulas,Hogar,1,170.13,170.13,Web,PayPal,5.0,170.13,Saturday
PED201919,2025-08-16,C100130,Cliente 0131,Zaragoza,Centro,P001,Auriculares BT,Electrónica,2,107.75,215.5,Web,Contra reembolso,4.0,107.75,Saturday
PED203584,2025-08-16,C100237,Cliente 0238,Bilbao,Norte,P028,Agenda 2026,Papelería,1,92.32,92.32,Web,PayPal,,92.32,Saturday
PED206188,2025-08-16,C100103,Cliente 0104,Madrid,Centro,P013,Lámpara escritorio,Hogar,4,28.8,115.2,App móvil,Tarjeta,5.0,28.8,Saturday
PED211890,2025-08-16,C100018,Cliente 0019,Palma,Levante,P015,Esterilla yoga,Deporte,1,130.61,130.61,Web,Tarjeta,5.0,130.61,Saturday
PED210527,2025-08-16,C100190,Cliente 0191,Málaga,Andalucía,P017,Botella térmica,Deporte,2,138.69,277.38,Web,Tarjeta,,138.69,Saturday
PED208886,2025-08-16,C100084,Cliente 0085,Málaga,Andalucía,P019,Banda elástica,Deporte,1,70.82,70.82,App móvil,Tarjeta,,70.82,Saturday
PED206932,2025-08-16,C100038,Cliente 0039,Valencia,Levante,P029,Mochila portátil,Papelería,2,75.31,150.62,Web,PayPal,5.0,75.31,Saturday
PED209673,2025-08-16,C100133,Cliente 0134,Zaragoza,Centro,P009,Bombilla inteligente,Hogar,1,86.41,86.41,App móvil,Tarjeta,,86.41,Saturday
PED211126,2025-08-16,C100256,Cliente 0257,Málaga,Andalucía,P003,Ratón inalámbrico,Electrónica,2,113.12,226.24,Web,Tarjeta,,113.12,Saturday
PED211431,2025-08-16,C100132,Cliente 0133,Madrid,Centro,P027,Set bolígrafos,Papelería,1,157.83,157.83,Marketplace,Tarjeta,4.0,157.83,Saturday
PED208055,2025-08-16,C100306,Cliente 0307,Sevilla,Andalucía,P029,Mochila portátil,Papelería,2,69.84,139.68,Web,Tarjeta,2.0,69.84,Saturday
PED210036,2025-08-16,C100143,Cliente 0144,Bilbao,Norte,P001,Auriculares BT,Electrónica,2,121.41,242.82,App móvil,PayPal,1.0,121.41,Saturday
PED209930,2025-08-17,C100124,Cliente 0125,Palma,Levante,P029,Mochila portátil,Papelería,1,78.55,78.55,App móvil,Tarjeta,4.0,78.55,Sunday
PED200152,2025-08-17,C100289,Cliente 0290,Bilbao,Norte,P011,Cafetera cápsulas,Hogar,1,163.26,163.26,Web,Tarjeta,4.0,163.26,Sunday
PED205519,2025-08-17,C100187,Cliente 0188,Sevilla,Andalucía,P003,Ratón inalámbrico,Electrónica,5,116.19,580.95,Marketplace,Tarjeta,4.0,116.19,Sunday
PED205464,2025-08-17,C100007,Cliente 0008,Málaga,Andalucía,P019,Banda elástica,Deporte,2,60.45,120.9,Web,Tarjeta,,60.45,Sunday
PED200009,2025-08-17,C100326,Cliente 0327,Valencia,Levante,P030,Rotuladores 24u,Papelería,1,146.34,146.34,Web,Transferencia,5.0,146.34,Sunday
PED209380,2025-08-17,C100284,Cliente 0285,Bilbao,Norte,P007,Webcam HD,Electrónica,2,139.05,278.1,Marketplace,PayPal,5.0,139.05,Sunday
PED201963,2025-08-17,C100029,Cliente 0030,Bilbao,Norte,P019,Banda elástica,Deporte,1,60.75,60.75,App móvil,Tarjeta,4.0,60.75,Sunday
PED204380,2025-08-17,C100201,Cliente 0202,Vigo,Norte,P020,Reloj deportivo,Deporte,3,146.98,440.94,App móvil,PayPal,4.0,146.98,Sunday
PED203903,2025-08-17,C100277,Cliente 0278,Murcia,Levante,P027,Set bolígrafos,Papelería,1,177.52,177.52,Web,Transferencia,,177.52,Sunday
PED210921,2025-08-17,C100308,Cliente 0309,Sevilla,Andalucía,P023,Mochila urbana,Moda,2,63.97,127.94,App móvil,Tarjeta,5.0,63.97,Sunday
PED211676,2025-08-17,C100131,Cliente 0132,Zaragoza,Centro,P008,"Monitor 24""",Electrónica,1,133.54,133.54,Web,Tarjeta,4.0,133.54,Sunday
PED210310,2025-08-17,C100025,Cliente 0026,Málaga,Andalucía,P030,Rotuladores 24u,Papelería,1,147.18,147.18,Marketplace,Contra reembolso,,147.18,Sunday
PED204194,2025-08-17,C100007,Cliente 0008,Málaga,Andalucía,P021,Camiseta algodón,Moda,1,140.87,140.87,Web,Tarjeta,4.0,140.87,Sunday
PED200987,2025-08-17,C100333,Cliente 0334,Palma,Levante,P016,Mancuernas 5kg,Deporte,3,80.86,242.58,Marketplace,Tarjeta,3.0,80.86,Sunday
PED210122,2025-08-17,C100301,Cliente 0302,Palma,Levante,P001,Auriculares BT,Electrónica,5,124.12,620.6,Web,Contra reembolso,4.0,124.12,Sunday
PED211231,2025-08-17,C100206,Cliente 0207,Murcia,Levante,P013,Lámpara escritorio,Hogar,2,25.66,51.32,Web,Tarjeta,5.0,25.66,Sunday
PED203190,2025-08-17,C100284,Cliente 0285,Bilbao,Norte,P002,Cargador USB-C,Electrónica,1,34.71,34.71,App móvil,PayPal,4.0,34.71,Sunday
PED201011,2025-08-17,C100337,Cliente 0338,Sevilla,Andalucía,P022,Sudadera capucha,Moda,1,51.22,51.22,Web,Tarjeta,5.0,51.22,Sunday
PED204474,2025-08-17,C100142,Cliente 0143,Valencia,Levante,P004,Teclado mecánico,Electrónica,2,103.32,206.64,App móvil,Contra reembolso,5.0,103.32,Sunday
PED204939,2025-08-17,C100046,Cliente 0047,Bilbao,Norte,P011,Cafetera cápsulas,Hogar,2,165.38,330.76,Web,PayPal,,165.38,Sunday
PED207896,2025-08-17,C100073,Cliente 0074,Barcelona,Cataluña,P014,Organizador armario,Hogar,5,22.72,113.6,Marketplace,PayPal,5.0,22.72,Sunday
PED209807,2025-08-18,C100220,Cliente 0221,Barcelona,Cataluña,P025,Cinturón cuero,Moda,4,36.97,147.88,Marketplace,Tarjeta,4.0,36.97,Monday
PED203203,2025-08-18,C100328,Cliente 0329,Barcelona,Cataluña,P023,Mochila urbana,Moda,1,65.4,65.4,Web,Tarjeta,,65.4,Monday
PED202467,2025-08-18,C100336,Cliente 0337,Vigo,Norte,P019,Banda elástica,Deporte,1,61.68,61.68,Web,PayPal,,61.68,Monday
PED203489,2025-08-18,C100252,Cliente 0253,Barcelona,Cataluña,P025,Cinturón cuero,Moda,2,33.56,67.12,Marketplace,Tarjeta,3.0,33.56,Monday
PED207317,2025-08-18,C100131,Cliente 0132,Zaragoza,Centro,P026,Cuaderno A5,Papelería,3,32.78,98.34,Marketplace,Tarjeta,3.0,32.78,Monday
PED206296,2025-08-18,C100147,Cliente 0148,Valencia,Levante,P007,Webcam HD,Electrónica,1,149.66,149.66,Web,PayPal,4.0,149.66,Monday
PED203745,2025-08-18,C100182,Cliente 0183,Bilbao,Norte,P026,Cuaderno A5,Papelería,4,31.98,127.92,Web,Tarjeta,4.0,31.98,Monday
PED203295,2025-08-18,C100336,Cliente 0337,Vigo,Norte,P025,Cinturón cuero,Moda,2,35.73,71.46,Marketplace,Tarjeta,,35.73,Monday
PED204518,2025-08-18,C100073,Cliente 0074,Barcelona,Cataluña,P026,Cuaderno A5,Papelería,1,31.74,31.74,App móvil,PayPal,4.0,31.74,Monday
PED211883,2025-08-18,C100233,Cliente 0234,Murcia,Levante,P001,Auriculares BT,Electrónica,2,122.47,244.94,App móvil,PayPal,5.0,122.47,Monday
PED211739,2025-08-18,C100086,Cliente 0087,Madrid,Centro,P005,Altavoz portátil,Electrónica,1,85.85,85.85,Marketplace,Tarjeta,5.0,85.85,Monday
PED204315,2025-08-18,C100264,Cliente 0265,Vigo,Norte,P016,Mancuernas 5kg,Deporte,1,83.22,83.22,Web,Tarjeta,4.0,83.22,Monday
PED205302,2025-08-18,C100279,Cliente 0280,Madrid,Centro,P017,Botella térmica,Deporte,2,135.84,271.68,Web,Contra reembolso,2.0,135.84,Monday
PED202159,2025-08-18,C100056,Cliente 0057,Zaragoza,Centro,P014,Organizador armario,Hogar,4,19.69,78.76,Marketplace,Contra reembolso,1.0,19.69,Monday
PED211215,2025-08-18,C100082,Cliente 0083,Barcelona,Cataluña,P005,Altavoz portátil,Electrónica,4,80.1,320.4,Marketplace,Contra reembolso,5.0,80.1,Monday
PED201831,2025-08-18,C100181,Cliente 0182,Barcelona,Cataluña,P024,Gafas de sol,Moda,3,66.18,198.54,Web,Tarjeta,5.0,66.18,Monday
PED205299,2025-08-18,C100177,Cliente 0178,Barcelona,Cataluña,P005,Altavoz portátil,Electrónica,3,88.33,264.99,Web,Tarjeta,4.0,88.33,Monday
PED211256,2025-08-19,C100093,Cliente 0094,Sevilla,Andalucía,P012,Set sábanas,Hogar,2,29.21,58.42,App móvil,PayPal,3.0,29.21,Tuesday
PED211911,2025-08-19,C100072,Cliente 0073,Bilbao,Norte,P002,Cargador USB-C,Electrónica,4,40.76,163.04,App móvil,Transferencia,4.0,40.76,Tuesday
PED205321,2025-08-19,C100316,Cliente 0317,Murcia,Levante,P013,Lámpara escritorio,Hogar,2,28.87,57.74,Marketplace,Tarjeta,5.0,28.87,Tuesday
PED204941,2025-08-19,C100334,Cliente 0335,Bilbao,Norte,P002,Cargador USB-C,Electrónica,5,39.31,196.55,Marketplace,PayPal,4.0,39.31,Tuesday
PED201184,2025-08-19,C100349,Cliente 0350,Barcelona,Cataluña,P014,Organizador armario,Hogar,1,22.64,22.64,Marketplace,Tarjeta,4.0,22.64,Tuesday
PED203640,2025-08-19,C100132,Cliente 0133,Madrid,Centro,P007,Webcam HD,Electrónica,4,127.28,509.12,Web,Tarjeta,4.0,127.28,Tuesday
PED202770,2025-08-19,C100171,Cliente 0172,Madrid,Centro,P020,Reloj deportivo,Deporte,5,161.63,808.15,Web,Tarjeta,4.0,161.63,Tuesday
PED206952,2025-08-19,C100193,Cliente 0194,Sevilla,Andalucía,P017,Botella térmica,Deporte,1,142.89,142.89,App móvil,PayPal,4.0,142.89,Tuesday
PED208710,2025-08-19,C100257,Cliente 0258,Barcelona,Cataluña,P006,Powerbank 10000mAh,Electrónica,5,101.09,505.45,App móvil,Tarjeta,,101.09,Tuesday
PED211010,2025-08-19,C100208,Cliente 0209,Valencia,Levante,P022,Sudadera capucha,Moda,2,48.42,96.84,Web,Tarjeta,5.0,48.42,Tuesday
PED209860,2025-08-19,C100250,Cliente 0251,Barcelona,Cataluña,P002,Cargador USB-C,Electrónica,2,34.79,69.58,Marketplace,Tarjeta,,34.79,Tuesday
PED201808,2025-08-19,C100187,Cliente 0188,Sevilla,Andalucía,P005,Altavoz portátil,Electrónica,1,78.73,78.73,App móvil,Transferencia,4.0,78.73,Tuesday
PED206577,2025-08-19,C100113,Cliente 0114,Bilbao,Norte,P028,Agenda 2026,Papelería,5,80.99,404.95,Marketplace,Tarjeta,4.0,80.99,Tuesday
PED200957,2025-08-19,C100121,Cliente 0122,Málaga,Andalucía,P006,Powerbank 10000mAh,Electrónica,3,100.77,302.31,App móvil,Tarjeta,3.0,100.77,Tuesday
PED205049,2025-08-19,C100078,Cliente 0079,Zaragoza,Centro,P023,Mochila urbana,Moda,1,76.01,76.01,App móvil,PayPal,5.0,76.01,Tuesday
PED208091,2025-08-19,C100119,Cliente 0120,Barcelona,Cataluña,P017,Botella térmica,Deporte,2,139.25,278.5,Web,Tarjeta,5.0,139.25,Tuesday
PED204120,2025-08-19,C100063,Cliente 0064,Vigo,Norte,P002,Cargador USB-C,Electrónica,5,33.63,168.15,App móvil,Transferencia,5.0,33.63,Tuesday
PED204174,2025-08-19,C100142,Cliente 0143,Valencia,Levante,P021,Camiseta algodón,Moda,1,140.36,140.36,App móvil,Tarjeta,,140.36,Tuesday
PED202976,2025-08-19,C100035,Cliente 0036,Madrid,Centro,P022,Sudadera capucha,Moda,1,58.55,58.55,Web,Tarjeta,5.0,58.55,Tuesday
PED204200,2025-08-20,C100298,Cliente 0299,Valencia,Levante,P026,Cuaderno A5,Papelería,5,30.32,151.6,Web,Tarjeta,4.0,30.32,Wednesday
PED200524,2025-08-20,C100074,Cliente 0075,Málaga,Andalucía,P015,Esterilla yoga,Deporte,1,124.58,124.58,Web,Tarjeta,4.0,124.58,Wednesday
PED204623,2025-08-20,C100034,Cliente 0035,Palma,Levante,P001,Auriculares BT,Electrónica,2,111.05,222.1,Marketplace,Tarjeta,5.0,111.05,Wednesday
PED204400,2025-08-20,C100330,Cliente 0331,Zaragoza,Centro,P010,Robot aspirador,Hogar,5,104.41,522.05,Web,Tarjeta,5.0,104.41,Wednesday
PED209789,2025-08-20,C100332,Cliente 0333,Sevilla,Andalucía,P012,Set sábanas,Hogar,1,27.5,27.5,Web,Tarjeta,5.0,27.5,Wednesday
PED210719,2025-08-20,C100171,Cliente 0172,Madrid,Centro,P030,Rotuladores 24u,Papelería,1,135.49,135.49,Web,Tarjeta,,135.49,Wednesday
PED201783,2025-08-20,C100241,Cliente 0242,Zaragoza,Centro,P008,"Monitor 24""",Electrónica,5,164.4,822.0,Web,PayPal,3.0,164.4,Wednesday
PED206619,2025-08-20,C100200,Cliente 0201,Sevilla,Andalucía,P016,Mancuernas 5kg,Deporte,2,81.26,162.52,Marketplace,Tarjeta,,81.26,Wednesday
PED211665,2025-08-20,C100018,Cliente 0019,Palma,Levante,P020,Reloj deportivo,Deporte,2,167.06,334.12,App móvil,Tarjeta,4.0,167.06,Wednesday
PED204922,2025-08-20,C100160,Cliente 0161,Vigo,Norte,P027,Set bolígrafos,Papelería,1,192.85,192.85,Web,Tarjeta,4.0,192.85,Wednesday
PED208133,2025-08-20,C100257,Cliente 0258,Barcelona,Cataluña,P020,Reloj deportivo,Deporte,1,158.69,158.69,App móvil,Tarjeta,5.0,158.69,Wednesday
PED209122,2025-08-20,C100093,Cliente 0094,Sevilla,Andalucía,P002,Cargador USB-C,Electrónica,1,33.73,33.73,Web,Tarjeta,5.0,33.73,Wednesday
PED206672,2025-08-20,C100078,Cliente 0079,Zaragoza,Centro,P011,Cafetera cápsulas,Hogar,1,154.36,154.36,Web,Tarjeta,2.0,154.36,Wednesday
PED206287,2025-08-20,C100092,Cliente 0093,Palma,Levante,P015,Esterilla yoga,Deporte,2,118.37,236.74,Marketplace,Tarjeta,4.0,118.37,Wednesday
PED202302,2025-08-21,C100073,Cliente 0074,Barcelona,Cataluña,P022,Sudadera capucha,Moda,4,54.27,217.08,Web,Tarjeta,2.0,54.27,Thursday
PED202114,2025-08-21,C100129,Cliente 0130,Málaga,Andalucía,P017,Botella térmica,Deporte,5,137.34,686.7,App móvil,PayPal,4.0,137.34,Thursday
PED205306,2025-08-21,C100025,Cliente 0026,Málaga,Andalucía,P027,Set bolígrafos,Papelería,2,174.31,348.62,App móvil,Tarjeta,4.0,174.31,Thursday
PED200832,2025-08-21,C100108,Cliente 0109,Bilbao,Norte,P010,Robot aspirador,Hogar,2,125.75,251.5,App móvil,Tarjeta,4.0,125.75,Thursday
PED210743,2025-08-21,C100266,Cliente 0267,Bilbao,Norte,P024,Gafas de sol,Moda,4,56.17,224.68,Web,Tarjeta,5.0,56.17,Thursday
PED208630,2025-08-21,C100315,Cliente 0316,Málaga,Andalucía,P006,Powerbank 10000mAh,Electrónica,4,91.14,364.56,App móvil,Tarjeta,3.0,91.14,Thursday
PED204211,2025-08-21,C100180,Cliente 0181,Vigo,Norte,P018,Zapatillas running,Deporte,1,113.75,113.75,Web,Transferencia,5.0,113.75,Thursday
PED201820,2025-08-21,C100066,Cliente 0067,Vigo,Norte,P010,Robot aspirador,Hogar,1,103.63,103.63,Web,Tarjeta,,103.63,Thursday
PED207527,2025-08-21,C100099,Cliente 0100,Barcelona,Cataluña,P002,Cargador USB-C,Electrónica,4,38.69,154.76,Web,Tarjeta,,38.69,Thursday
PED203054,2025-08-21,C100008,Cliente 0009,Valencia,Levante,P008,"Monitor 24""",Electrónica,1,157.43,157.43,App móvil,Tarjeta,5.0,157.43,Thursday
PED211463,2025-08-21,C100211,Cliente 0212,Murcia,Levante,P021,Camiseta algodón,Moda,1,147.1,147.1,Web,Tarjeta,4.0,147.1,Thursday
PED211976,2025-08-21,C100049,Cliente 0050,Murcia,Levante,P010,Robot aspirador,Hogar,5,117.41,587.05,App móvil,Tarjeta,,117.41,Thursday
